video_id,channel_title,category,publish_date,publish_hour,publish_day_of_week,trending_date,days_to_trend,views,likes,dislikes,comment_count,title_length,tags_count,like_ratio,comment_ratio,engagement_score
vid_01033,Taylor Swift,Music,2024-03-29,16,Friday,2024-04-02,4,4749743,551468,35898,62644,51,24,0.1161,0.0132,0.1293
vid_01034,Valkyrae,Gaming,2024-04-27,20,Saturday,2024-04-27,0,954560,48991,2492,4437,82,13,0.0513,0.0046,0.056
vid_01035,Bad Bunny,Music,2023-07-06,13,Thursday,2023-07-07,1,1392859,141759,8249,20221,42,25,0.1018,0.0145,0.1163
vid_01036,Wendover Productions,Science & Tech,2023-09-18,19,Monday,2023-09-18,0,2304174,84208,9561,17903,87,29,0.0365,0.0078,0.0443
vid_01037,Taylor Swift,Music,2024-03-05,15,Tuesday,2024-03-06,1,4811298,483142,15232,95613,81,26,0.1004,0.0199,0.1203
vid_01038,Vsauce,Entertainment,2024-03-27,12,Wednesday,2024-03-31,4,3628941,182242,17009,35522,26,8,0.0502,0.0098,0.06
vid_01039,Jacksepticeye,Gaming,2023-08-31,10,Thursday,2023-09-03,3,2083617,245949,17069,12658,70,11,0.118,0.0061,0.1241
vid_01040,LazarBeam,Entertainment,2023-12-08,17,Friday,2023-12-08,0,9294473,630174,78942,119267,88,16,0.0678,0.0128,0.0806
vid_01041,Vsauce,Entertainment,2024-05-08,16,Wednesday,2024-05-08,0,1735583,177680,2666,30770,75,8,0.1024,0.0177,0.1201
vid_01042,CollegeHumor,Comedy,2023-10-01,9,Sunday,2023-10-03,2,1322924,89196,6118,16306,47,7,0.0674,0.0123,0.0797
vid_01043,ESPN,Sports,2023-03-11,20,Saturday,2023-03-11,0,3931946,301836,8716,78406,60,11,0.0768,0.0199,0.0967
vid_01044,Smosh,Comedy,2024-06-25,16,Tuesday,2024-06-27,2,1154605,48459,11018,6579,83,5,0.042,0.0057,0.0477
vid_01045,Linus Tech Tips,Science & Tech,2024-04-11,11,Thursday,2024-04-18,7,4417856,482271,43841,81375,60,8,0.1092,0.0184,0.1276
vid_01046,Vice News,News & Politics,2023-09-28,14,Thursday,2023-10-02,4,1130162,101974,5385,12685,53,6,0.0902,0.0112,0.1015
vid_01047,Drake VEVO,Music,2023-10-18,11,Wednesday,2023-10-18,0,1954890,121600,12081,25597,35,23,0.0622,0.0131,0.0753
vid_01048,TED-Ed,Education,2024-06-18,13,Tuesday,2024-06-23,5,1380878,110211,3992,17530,50,10,0.0798,0.0127,0.0925
vid_01049,Taylor Swift,Music,2023-12-08,7,Friday,2023-12-09,1,1855577,179628,7781,6361,28,23,0.0968,0.0034,0.1002
vid_01050,Kurzgesagt,Education,2024-04-03,10,Wednesday,2024-04-03,0,1954522,104575,11935,28954,68,6,0.0535,0.0148,0.0683
vid_01051,CollegeHumor,Comedy,2024-03-09,20,Saturday,2024-03-11,2,7981224,811386,51805,123672,81,29,0.1017,0.0155,0.1172
vid_01052,Vsauce,Entertainment,2023-11-13,6,Monday,2023-11-18,5,1438353,76980,9196,14562,73,15,0.0535,0.0101,0.0636
vid_01053,Linus Tech Tips,Science & Tech,2024-03-03,5,Sunday,2024-03-04,1,1166095,88895,1233,9211,63,24,0.0762,0.0079,0.0841
vid_01054,ESPN,Sports,2023-02-25,5,Saturday,2023-02-25,0,642465,61750,4024,2188,73,17,0.0961,0.0034,0.0995
vid_01055,Vsauce,Entertainment,2023-05-08,15,Monday,2023-05-10,2,3410771,391326,17888,20345,83,17,0.1147,0.006,0.1207
vid_01056,Ninja,Gaming,2024-04-25,15,Thursday,2024-04-27,2,2409397,191662,13715,23913,28,19,0.0795,0.0099,0.0895
vid_01057,Dream,Gaming,2023-04-16,7,Sunday,2023-04-18,2,1091699,120842,1313,6918,49,23,0.1107,0.0063,0.117
vid_01058,LazarBeam,Entertainment,2023-05-20,13,Saturday,2023-05-22,2,4203942,463103,34856,55273,48,12,0.1102,0.0131,0.1233
vid_01059,MrBeast,Entertainment,2023-02-03,11,Friday,2023-02-04,1,8266551,567669,76195,130178,70,14,0.0687,0.0157,0.0844
vid_01060,WWE,Sports,2024-02-28,8,Wednesday,2024-03-01,2,1013663,54932,3265,6464,62,16,0.0542,0.0064,0.0606
vid_01061,SORTEDfood,Howto & Style,2023-11-17,16,Friday,2023-11-17,0,1258052,72435,7915,15646,31,18,0.0576,0.0124,0.07
vid_01062,BTS HYBE,Music,2023-12-16,9,Saturday,2023-12-17,1,23236676,867697,59171,104388,85,27,0.0373,0.0045,0.0418
vid_01063,Vice News,News & Politics,2023-11-24,12,Friday,2023-11-26,2,676698,51853,2401,4491,67,24,0.0766,0.0066,0.0833
vid_01064,Bad Bunny,Music,2023-03-30,13,Thursday,2023-04-04,5,13478625,421174,94618,189232,88,12,0.0312,0.014,0.0453
vid_01065,Marques Brownlee,Science & Tech,2024-01-14,13,Sunday,2024-01-14,0,874011,89043,1032,16481,67,30,0.1019,0.0189,0.1207
vid_01066,TED-Ed,Education,2023-08-07,18,Monday,2023-08-08,1,9472341,849408,88904,137766,34,16,0.0897,0.0145,0.1042
vid_01067,MrBeast,Entertainment,2023-03-19,13,Sunday,2023-03-21,2,1071658,128304,3841,16334,71,6,0.1197,0.0152,0.135
vid_01068,Tasty,Howto & Style,2023-04-19,9,Wednesday,2023-04-19,0,1308545,69427,2935,8834,47,15,0.0531,0.0068,0.0598
vid_01069,The Try Guys,Comedy,2023-04-08,2,Saturday,2023-04-08,0,2084042,223659,14742,23968,37,5,0.1073,0.0115,0.1188
vid_01070,The Try Guys,Comedy,2023-07-26,17,Wednesday,2023-07-27,1,4673904,459914,21949,38859,51,14,0.0984,0.0083,0.1067
vid_01071,Valkyrae,Gaming,2024-03-17,16,Sunday,2024-03-24,7,1062290,51916,7234,20822,80,27,0.0489,0.0196,0.0685
vid_01072,DramaAlert,Entertainment,2024-04-26,8,Friday,2024-04-26,0,3032806,304403,21911,48584,73,27,0.1004,0.016,0.1164
vid_01073,The Weeknd,Music,2023-08-23,15,Wednesday,2023-08-23,0,6862650,802295,14936,66502,49,22,0.1169,0.0097,0.1266
vid_01074,BTS HYBE,Music,2023-06-28,5,Wednesday,2023-06-28,0,13003885,1063138,72042,84732,41,21,0.0818,0.0065,0.0883
vid_01075,James Charles,Howto & Style,2023-04-25,6,Tuesday,2023-04-28,3,2045654,118846,13924,21002,33,10,0.0581,0.0103,0.0684
vid_01076,Dream,Gaming,2023-07-24,14,Monday,2023-07-25,1,1026021,68209,2860,7772,72,21,0.0665,0.0076,0.0741
vid_01077,Vice News,News & Politics,2023-09-16,15,Saturday,2023-09-21,5,3316833,333357,14368,61219,29,11,0.1005,0.0185,0.119
vid_01078,DramaAlert,Entertainment,2023-09-04,10,Monday,2023-09-05,1,4903748,520538,47108,29951,73,23,0.1062,0.0061,0.1123
vid_01079,Jubilee,Entertainment,2023-05-19,6,Friday,2023-05-19,0,4332816,276870,6767,37986,81,21,0.0639,0.0088,0.0727
vid_01080,The Weeknd,Music,2023-01-23,14,Monday,2023-01-24,1,2264766,118602,18750,18996,84,18,0.0524,0.0084,0.0608
vid_01081,Ninja,Gaming,2023-06-23,12,Friday,2023-06-24,1,1944764,211578,16974,15834,58,25,0.1088,0.0081,0.1169
vid_01082,MrBeast,Entertainment,2023-06-10,14,Saturday,2023-06-12,2,4851098,209579,46110,71483,60,12,0.0432,0.0147,0.0579
vid_01083,MrBeast,Entertainment,2023-07-16,14,Sunday,2023-07-16,0,5437943,497183,29937,46970,67,13,0.0914,0.0086,0.1001
vid_01084,Bad Bunny,Music,2023-04-15,15,Saturday,2023-04-22,7,5684991,231923,46739,47214,58,5,0.0408,0.0083,0.0491
vid_01085,Kurzgesagt,Education,2024-03-24,17,Sunday,2024-03-30,6,8806498,946941,84291,46974,26,20,0.1075,0.0053,0.1129
vid_01086,BBC News,News & Politics,2024-04-17,10,Wednesday,2024-04-20,3,4673810,456464,44456,78534,85,12,0.0977,0.0168,0.1145
vid_01087,Dream,Gaming,2024-02-18,16,Sunday,2024-02-19,1,731142,42525,1597,12864,35,15,0.0582,0.0176,0.0758
vid_01088,Lilly Singh,Comedy,2024-02-25,16,Sunday,2024-02-26,1,5696527,518355,50456,41523,28,16,0.091,0.0073,0.0983
vid_01089,DramaAlert,Entertainment,2023-06-16,16,Friday,2023-06-19,3,7033013,317872,52446,27511,70,15,0.0452,0.0039,0.0491
vid_01090,Drake VEVO,Music,2024-01-10,13,Wednesday,2024-01-12,2,12972139,836777,110626,76026,63,15,0.0645,0.0059,0.0704
vid_01091,WWE,Sports,2024-03-04,20,Monday,2024-03-11,7,2618613,207922,19596,16278,67,23,0.0794,0.0062,0.0856
vid_01092,WWE,Sports,2024-05-13,15,Monday,2024-05-20,7,20445674,1461474,173094,349376,51,17,0.0715,0.0171,0.0886
vid_01093,Vsauce,Entertainment,2023-04-13,7,Thursday,2023-04-19,6,4325739,405948,36983,20728,63,7,0.0938,0.0048,0.0986
vid_01094,LazarBeam,Entertainment,2023-04-07,18,Friday,2023-04-08,1,9274964,581247,69825,166464,48,11,0.0627,0.0179,0.0806
vid_01095,Vsauce,Entertainment,2023-06-04,10,Sunday,2023-06-05,1,8155215,327294,73212,80999,83,6,0.0401,0.0099,0.0501
vid_01096,Taylor Swift,Music,2023-04-04,18,Tuesday,2023-04-05,1,11723266,637163,111119,84752,39,9,0.0544,0.0072,0.0616
vid_01097,Ninja,Gaming,2024-02-10,12,Saturday,2024-02-14,4,6393236,363420,29013,103465,41,11,0.0568,0.0162,0.073
vid_01098,Drake VEVO,Music,2023-03-28,15,Tuesday,2023-03-30,2,7019495,443788,28757,63682,89,27,0.0632,0.0091,0.0723
vid_01099,MSNBC,News & Politics,2023-04-21,23,Friday,2023-04-21,0,1857709,142762,16569,19489,76,24,0.0768,0.0105,0.0873
vid_01100,3Blue1Brown,Education,2023-06-29,14,Thursday,2023-06-30,1,20084321,852648,65269,395793,30,28,0.0425,0.0197,0.0622
vid_01101,Vsauce,Entertainment,2023-07-09,18,Sunday,2023-07-09,0,22177892,811772,141013,316555,47,18,0.0366,0.0143,0.0509
vid_01102,The Weeknd,Music,2024-02-05,13,Monday,2024-02-07,2,1348529,135737,11303,8532,37,17,0.1007,0.0063,0.107
vid_01103,CNN,News & Politics,2023-05-11,19,Thursday,2023-05-15,4,431143,38107,2208,4364,62,26,0.0884,0.0101,0.0985
vid_01104,Marques Brownlee,Science & Tech,2024-05-11,13,Saturday,2024-05-13,2,2383888,181553,15172,20154,72,7,0.0762,0.0085,0.0846
vid_01105,3Blue1Brown,Education,2024-02-23,11,Friday,2024-02-23,0,773297,92498,7181,8041,51,21,0.1196,0.0104,0.13
vid_01106,MrBeast,Entertainment,2023-02-09,16,Thursday,2023-02-10,1,2426583,117402,7223,24551,68,28,0.0484,0.0101,0.0585
vid_01107,BTS HYBE,Music,2023-08-05,1,Saturday,2023-08-07,2,4401512,132135,37830,81670,42,15,0.03,0.0186,0.0486
vid_01108,Vice News,News & Politics,2023-09-22,6,Friday,2023-09-24,2,1016171,41493,7637,4216,81,9,0.0408,0.0041,0.045
vid_01109,Valkyrae,Gaming,2024-04-04,9,Thursday,2024-04-06,2,3034877,344739,6289,31317,47,14,0.1136,0.0103,0.1239
vid_01110,Vsauce,Entertainment,2023-04-02,16,Sunday,2023-04-04,2,613307,39088,4580,8318,44,19,0.0637,0.0136,0.0773
vid_01111,BTS HYBE,Music,2024-01-26,19,Friday,2024-01-26,0,5767387,230432,57379,20791,31,25,0.04,0.0036,0.0436
vid_01112,Smosh,Comedy,2023-08-02,11,Wednesday,2023-08-04,2,6811176,413520,48225,71865,31,29,0.0607,0.0106,0.0713
vid_01113,BTS HYBE,Music,2024-05-22,12,Wednesday,2024-05-22,0,3493339,264796,30721,61638,27,18,0.0758,0.0176,0.0934
vid_01114,MrBeast,Entertainment,2023-07-04,9,Tuesday,2023-07-04,0,4369505,321118,34043,86416,37,30,0.0735,0.0198,0.0933
vid_01115,The Try Guys,Comedy,2024-01-31,4,Wednesday,2024-01-31,0,2455836,128623,24384,29845,66,15,0.0524,0.0122,0.0645
vid_01116,NBA,Sports,2023-12-08,20,Friday,2023-12-13,5,1283161,39301,3994,12650,40,12,0.0306,0.0099,0.0405
vid_01117,Jubilee,Entertainment,2023-06-26,1,Monday,2023-06-27,1,9930087,1029732,83886,86735,74,11,0.1037,0.0087,0.1124
vid_01118,Markiplier,Gaming,2023-12-26,11,Tuesday,2023-12-27,1,1069877,38661,6419,6613,33,11,0.0361,0.0062,0.0423
vid_01119,Dream,Gaming,2023-09-30,22,Saturday,2023-10-01,1,1089135,61233,4783,10995,46,13,0.0562,0.0101,0.0663
vid_01120,SORTEDfood,Howto & Style,2023-06-27,15,Tuesday,2023-06-29,2,190049,7528,293,3650,42,15,0.0396,0.0192,0.0588
vid_01121,Jubilee,Entertainment,2024-06-17,16,Monday,2024-06-18,1,3267114,185534,12688,26356,82,17,0.0568,0.0081,0.0649
vid_01122,Jacksepticeye,Gaming,2023-10-02,16,Monday,2023-10-02,0,2899803,118963,6131,39998,40,14,0.041,0.0138,0.0548
vid_01123,Drake VEVO,Music,2024-02-18,15,Sunday,2024-02-18,0,3218760,116996,8726,59419,88,14,0.0363,0.0185,0.0548
vid_01124,Vsauce,Entertainment,2023-04-22,4,Saturday,2023-04-24,2,4045532,149713,13037,77846,81,28,0.037,0.0192,0.0562
vid_01125,The Try Guys,Comedy,2023-06-01,15,Thursday,2023-06-01,0,7091615,761413,61594,41626,78,25,0.1074,0.0059,0.1132
vid_01126,Smosh,Comedy,2023-05-06,16,Saturday,2023-05-06,0,2515810,249693,23102,47527,31,26,0.0992,0.0189,0.1181
vid_01127,CinemaWins,Film & Animation,2023-11-29,12,Wednesday,2023-11-29,0,2312024,239910,6457,41845,25,7,0.1038,0.0181,0.1219
vid_01128,Smosh,Comedy,2024-06-04,5,Tuesday,2024-06-09,5,1129306,72202,6664,10938,41,7,0.0639,0.0097,0.0736
vid_01129,LazarBeam,Entertainment,2024-03-29,20,Friday,2024-03-30,1,1552800,68927,3894,22905,79,28,0.0444,0.0148,0.0591
vid_01130,Jacksepticeye,Gaming,2024-01-30,10,Tuesday,2024-02-01,2,2056320,209085,14003,32018,63,14,0.1017,0.0156,0.1172
vid_01131,NBA,Sports,2023-05-29,17,Monday,2023-06-04,6,579735,25519,1035,7130,71,17,0.044,0.0123,0.0563
vid_01132,Drake VEVO,Music,2023-08-29,14,Tuesday,2023-08-30,1,1818185,61060,17456,13923,44,30,0.0336,0.0077,0.0412
vid_01133,Ninja,Gaming,2023-08-22,6,Tuesday,2023-08-27,5,476475,55188,661,4283,44,22,0.1158,0.009,0.1248
vid_01134,MSNBC,News & Politics,2023-07-27,11,Thursday,2023-07-28,1,1309496,150985,10307,7071,86,7,0.1153,0.0054,0.1207
vid_01135,Drake VEVO,Music,2023-04-17,20,Monday,2023-04-17,0,1939079,77139,8598,38163,89,28,0.0398,0.0197,0.0595
vid_01136,Vice News,News & Politics,2023-08-09,13,Wednesday,2023-08-16,7,1053053,91078,2436,6596,72,17,0.0865,0.0063,0.0928
vid_01137,Dream,Gaming,2023-02-08,19,Wednesday,2023-02-08,0,5106537,584319,45893,94981,45,11,0.1144,0.0186,0.133
vid_01138,Kurzgesagt,Education,2024-02-26,17,Monday,2024-02-27,1,3861199,139826,14762,33559,87,25,0.0362,0.0087,0.0449
vid_01139,CNN,News & Politics,2023-12-22,20,Friday,2023-12-22,0,2644582,230628,6179,23936,86,6,0.0872,0.0091,0.0963
vid_01140,Fireship,Science & Tech,2023-12-11,16,Monday,2023-12-13,2,3229878,207975,8947,16952,43,13,0.0644,0.0052,0.0696
vid_01141,NBA,Sports,2023-05-19,15,Friday,2023-05-23,4,3794048,194913,25743,30725,26,8,0.0514,0.0081,0.0595
vid_01142,Veritasium,Education,2023-08-06,15,Sunday,2023-08-06,0,5432990,340241,15412,92404,49,18,0.0626,0.017,0.0796
vid_01143,Vsauce,Entertainment,2023-05-19,11,Friday,2023-05-21,2,6789292,490279,17797,112810,73,23,0.0722,0.0166,0.0888
vid_01144,Drake VEVO,Music,2024-02-15,20,Thursday,2024-02-15,0,14101601,455219,54219,207727,69,9,0.0323,0.0147,0.047
vid_01145,BTS HYBE,Music,2024-05-22,12,Wednesday,2024-05-22,0,2062074,72206,6531,27563,46,20,0.035,0.0134,0.0484
vid_01146,MrBeast,Entertainment,2024-02-27,13,Tuesday,2024-02-29,2,1961227,84812,3545,15818,80,10,0.0432,0.0081,0.0513
vid_01147,DramaAlert,Entertainment,2024-01-20,9,Saturday,2024-01-21,1,2993522,335197,16029,9288,39,19,0.112,0.0031,0.1151
vid_01148,NBA,Sports,2023-04-12,5,Wednesday,2023-04-15,3,2079511,235702,20155,11954,49,13,0.1133,0.0057,0.1191
vid_01149,Corridor Crew,Film & Animation,2023-08-29,20,Tuesday,2023-09-02,4,1675049,81275,9916,26141,46,7,0.0485,0.0156,0.0641
vid_01150,Drake VEVO,Music,2023-03-10,6,Friday,2023-03-12,2,5592059,436797,13958,35357,86,20,0.0781,0.0063,0.0844
vid_01151,CNN,News & Politics,2023-01-06,10,Friday,2023-01-08,2,3993552,449210,17366,34237,30,8,0.1125,0.0086,0.1211
vid_01152,MrBeast,Entertainment,2023-07-25,14,Tuesday,2023-07-25,0,1937243,224111,12353,30114,87,20,0.1157,0.0155,0.1312
vid_01153,3Blue1Brown,Education,2023-08-23,12,Wednesday,2023-08-24,1,3892239,425346,12897,14959,65,12,0.1093,0.0038,0.1131
vid_01154,James Charles,Howto & Style,2023-07-26,5,Wednesday,2023-07-30,4,293417,28447,1412,5465,37,5,0.097,0.0186,0.1156
vid_01155,Ninja,Gaming,2024-01-31,19,Wednesday,2024-01-31,0,1709366,103915,8553,33070,40,21,0.0608,0.0193,0.0801
vid_01156,BTS HYBE,Music,2023-07-21,15,Friday,2023-07-25,4,862893,96522,6781,10934,90,18,0.1119,0.0127,0.1245
vid_01157,CNN,News & Politics,2024-06-22,21,Saturday,2024-06-23,1,1581047,162946,7752,13931,71,6,0.1031,0.0088,0.1119
vid_01158,NikkieTutorials,Howto & Style,2024-01-06,10,Saturday,2024-01-07,1,730196,74081,4825,13871,35,16,0.1015,0.019,0.1204
vid_01159,Ninja,Gaming,2024-06-22,18,Saturday,2024-06-22,0,4456896,431188,38353,74370,74,14,0.0967,0.0167,0.1134
vid_01160,NBA,Sports,2024-04-19,19,Friday,2024-04-23,4,1794496,118739,9067,25937,89,6,0.0662,0.0145,0.0806
vid_01161,MrBeast,Entertainment,2023-06-14,16,Wednesday,2023-06-21,7,3154136,307233,21172,28603,84,10,0.0974,0.0091,0.1065
vid_01162,Linus Tech Tips,Science & Tech,2023-09-21,14,Thursday,2023-09-21,0,1917543,151701,6955,12404,36,8,0.0791,0.0065,0.0856
vid_01163,Markiplier,Gaming,2023-03-29,20,Wednesday,2023-03-30,1,1109302,108018,3266,12428,60,12,0.0974,0.0112,0.1086
vid_01164,Vice News,News & Politics,2024-06-03,16,Monday,2024-06-03,0,1678395,122118,9609,30656,87,7,0.0728,0.0183,0.091
vid_01165,Kurzgesagt,Education,2024-04-21,20,Sunday,2024-04-26,5,2325931,217835,11677,16948,33,25,0.0937,0.0073,0.1009
vid_01166,Drake VEVO,Music,2023-12-24,17,Sunday,2023-12-25,1,4052404,121916,39695,14862,54,12,0.0301,0.0037,0.0338
vid_01167,Bad Bunny,Music,2023-02-17,6,Friday,2023-02-19,2,3820297,197936,32670,54539,49,28,0.0518,0.0143,0.0661
vid_01168,SORTEDfood,Howto & Style,2023-07-20,18,Thursday,2023-07-22,2,389264,37186,2951,5139,25,14,0.0955,0.0132,0.1087
vid_01169,LazarBeam,Entertainment,2023-04-14,12,Friday,2023-04-15,1,4017125,398808,24753,78663,71,30,0.0993,0.0196,0.1189
vid_01170,BBC News,News & Politics,2023-10-11,15,Wednesday,2023-10-11,0,4890969,176855,10145,89288,26,22,0.0362,0.0183,0.0544
vid_01171,Dude Perfect,Comedy,2023-03-21,20,Tuesday,2023-03-21,0,860767,51220,5488,14519,83,9,0.0595,0.0169,0.0764
vid_01172,NBA,Sports,2024-02-12,18,Monday,2024-02-14,2,1736792,185679,15330,15249,65,14,0.1069,0.0088,0.1157
vid_01173,Markiplier,Gaming,2023-05-30,18,Tuesday,2023-05-31,1,295497,11208,2549,4788,52,20,0.0379,0.0162,0.0541
vid_01174,Drake VEVO,Music,2023-02-02,17,Thursday,2023-02-05,3,3996597,179427,23252,59997,51,28,0.0449,0.015,0.0599
vid_01175,Marques Brownlee,Science & Tech,2024-01-18,5,Thursday,2024-01-21,3,431320,37602,1253,2734,87,28,0.0872,0.0063,0.0935
vid_01176,BTS HYBE,Music,2024-06-25,14,Tuesday,2024-06-26,1,4641708,373086,32502,81623,85,16,0.0804,0.0176,0.098
vid_01177,Veritasium,Education,2023-02-09,16,Thursday,2023-02-11,2,1238453,85683,9255,23782,49,27,0.0692,0.0192,0.0884
vid_01178,Lilly Singh,Comedy,2023-02-23,11,Thursday,2023-02-25,2,2600587,138614,19594,10137,31,27,0.0533,0.0039,0.0572
vid_01179,BTS HYBE,Music,2023-11-12,13,Sunday,2023-11-12,0,9248946,378441,53572,75352,43,11,0.0409,0.0081,0.0491
vid_01180,DramaAlert,Entertainment,2024-02-06,1,Tuesday,2024-02-10,4,17548755,789044,115027,165932,38,26,0.045,0.0095,0.0544
vid_01181,TED-Ed,Education,2023-07-25,22,Tuesday,2023-07-29,4,4212181,494020,39187,64740,32,8,0.1173,0.0154,0.1327
vid_01182,Drake VEVO,Music,2023-04-09,5,Sunday,2023-04-11,2,7496458,354448,49554,107451,80,9,0.0473,0.0143,0.0616
vid_01183,Goal,Sports,2023-05-14,7,Sunday,2023-05-15,1,8912581,750637,51317,100947,47,25,0.0842,0.0113,0.0955
vid_01184,CrashCourse,Education,2024-02-29,18,Thursday,2024-03-01,1,1821701,87040,4867,30400,81,16,0.0478,0.0167,0.0645
vid_01185,MrBeast,Entertainment,2023-02-15,14,Wednesday,2023-02-20,5,661717,24911,4582,6892,53,5,0.0376,0.0104,0.0481
vid_01186,WWE,Sports,2023-09-19,16,Tuesday,2023-09-22,3,724896,58162,6810,6450,48,17,0.0802,0.0089,0.0891
vid_01187,Ninja,Gaming,2023-06-12,8,Monday,2023-06-12,0,1371817,155067,5419,15831,48,17,0.113,0.0115,0.1246
vid_01188,Smosh,Comedy,2023-08-04,18,Friday,2023-08-07,3,474279,53521,2833,1519,87,7,0.1128,0.0032,0.116
vid_01189,Dream,Gaming,2023-10-22,18,Sunday,2023-10-22,0,1547915,149621,2737,17406,51,26,0.0967,0.0112,0.1079
vid_01190,Marques Brownlee,Science & Tech,2024-04-15,16,Monday,2024-04-17,2,1217421,103817,6515,8549,65,8,0.0853,0.007,0.0923
vid_01191,LazarBeam,Entertainment,2023-04-23,8,Sunday,2023-04-23,0,5108302,350549,9988,21828,29,7,0.0686,0.0043,0.0729
vid_01192,SORTEDfood,Howto & Style,2023-06-13,21,Tuesday,2023-06-14,1,676637,32171,5358,7837,25,12,0.0475,0.0116,0.0591
vid_01193,The Weeknd,Music,2024-05-08,11,Wednesday,2024-05-09,1,8298704,295227,17202,106271,87,27,0.0356,0.0128,0.0484
vid_01194,Bad Bunny,Music,2023-11-27,14,Monday,2023-11-27,0,4693525,497323,22507,35018,30,12,0.106,0.0075,0.1134
vid_01195,DramaAlert,Entertainment,2023-06-13,18,Tuesday,2023-06-15,2,2202215,73979,13650,23419,52,23,0.0336,0.0106,0.0442
vid_01196,BTS HYBE,Music,2024-02-03,13,Saturday,2024-02-03,0,1136511,66369,4888,5469,73,25,0.0584,0.0048,0.0632
vid_01197,TwoMinutePapers,Science & Tech,2023-09-07,20,Thursday,2023-09-08,1,2246095,87495,21779,36009,43,22,0.039,0.016,0.055
vid_01198,Jubilee,Entertainment,2024-06-27,16,Thursday,2024-06-29,2,12573525,699949,64135,172547,90,24,0.0557,0.0137,0.0694
vid_01199,DramaAlert,Entertainment,2023-06-22,17,Thursday,2023-06-22,0,6648995,487913,23519,105600,56,7,0.0734,0.0159,0.0893
vid_01200,The Weeknd,Music,2023-03-02,14,Thursday,2023-03-03,1,7560937,265087,69675,85104,36,16,0.0351,0.0113,0.0463
vid_01201,Fireship,Science & Tech,2023-03-21,17,Tuesday,2023-03-21,0,1005124,85367,3264,12351,73,12,0.0849,0.0123,0.0972
vid_01202,Taylor Swift,Music,2024-03-03,7,Sunday,2024-03-05,2,10542195,846850,19990,123877,64,23,0.0803,0.0118,0.0921
vid_01203,Lilly Singh,Comedy,2023-02-22,12,Wednesday,2023-02-26,4,1793574,56394,7878,34764,59,24,0.0314,0.0194,0.0508
vid_01204,MrBeast,Entertainment,2023-04-04,21,Tuesday,2023-04-04,0,1939281,177405,11986,36562,76,20,0.0915,0.0189,0.1103
vid_01205,Sky Sports,Sports,2023-01-06,14,Friday,2023-01-08,2,3236913,133847,25562,41721,43,17,0.0414,0.0129,0.0542
vid_01206,Sky Sports,Sports,2023-01-29,16,Sunday,2023-01-31,2,6044865,534254,39965,110543,56,26,0.0884,0.0183,0.1067
vid_01207,Goal,Sports,2023-04-10,22,Monday,2023-04-11,1,2316389,96861,6523,19144,61,13,0.0418,0.0083,0.0501
vid_01208,SORTEDfood,Howto & Style,2024-05-29,19,Wednesday,2024-05-29,0,1163534,105737,3090,9443,36,14,0.0909,0.0081,0.099
vid_01209,Valkyrae,Gaming,2024-04-06,15,Saturday,2024-04-08,2,2536899,248820,7692,28059,36,10,0.0981,0.0111,0.1091
vid_01210,ESPN,Sports,2024-02-10,14,Saturday,2024-02-13,3,1959843,116327,4569,21490,26,18,0.0594,0.011,0.0703
vid_01211,BBC News,News & Politics,2023-09-19,14,Tuesday,2023-09-23,4,1970523,233741,4282,12916,40,17,0.1186,0.0066,0.1252
vid_01212,DramaAlert,Entertainment,2024-05-12,17,Sunday,2024-05-13,1,5810646,396841,6909,73284,69,12,0.0683,0.0126,0.0809
vid_01213,IGN,Film & Animation,2024-01-09,4,Tuesday,2024-01-15,6,1716097,56800,14329,18154,53,10,0.0331,0.0106,0.0437
vid_01214,DramaAlert,Entertainment,2023-10-08,21,Sunday,2023-10-09,1,6961749,451939,15338,119064,46,16,0.0649,0.0171,0.082
vid_01215,NikkieTutorials,Howto & Style,2024-05-14,10,Tuesday,2024-05-18,4,1065923,121712,10096,16814,40,14,0.1142,0.0158,0.13
vid_01216,Bad Bunny,Music,2023-05-25,0,Thursday,2023-05-27,2,2076204,237593,8283,15954,52,14,0.1144,0.0077,0.1221
vid_01217,Wendover Productions,Science & Tech,2024-03-26,3,Tuesday,2024-03-30,4,3738651,347966,35011,59857,87,6,0.0931,0.016,0.1091
vid_01218,The Weeknd,Music,2023-09-09,11,Saturday,2023-09-09,0,8051276,776699,36110,32885,48,17,0.0965,0.0041,0.1006
vid_01219,Taylor Swift,Music,2023-08-24,9,Thursday,2023-08-25,1,3119030,172946,30711,25502,44,18,0.0554,0.0082,0.0636
vid_01220,Vsauce,Entertainment,2023-01-04,17,Wednesday,2023-01-04,0,10315228,1216119,84755,97091,75,16,0.1179,0.0094,0.1273
vid_01221,Drake VEVO,Music,2024-05-02,14,Thursday,2024-05-02,0,10159313,702087,26677,180653,81,26,0.0691,0.0178,0.0869
vid_01222,The Try Guys,Comedy,2023-03-18,17,Saturday,2023-03-19,1,6253334,409205,31273,83416,50,8,0.0654,0.0133,0.0788
vid_01223,MrBeast,Entertainment,2023-03-14,13,Tuesday,2023-03-19,5,1879236,181935,2867,12932,45,26,0.0968,0.0069,0.1037
vid_01224,Vsauce,Entertainment,2024-06-07,22,Friday,2024-06-08,1,2882344,130056,13258,26032,88,30,0.0451,0.009,0.0542
